asof_date,property_title,price,property_description,property_type,location,postal_code_area,property_link,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Min age,Gender,Max age,Vegetarian,data_source
2023-04-17,Single Room In Putney Heath,£670 pcm,"Single room with shared bathroomThe bedroom has got lots of storage for those who wish staying longer and includes: Single bed, desk & chair, bedside table, wardrobe, shelf. No parties. No friends hanging around at all times. We have friends and family coming for visiting, of course, but we appreciate moderation. The flat is in Putney Heath (SW15) just 3 minutes away from Bus Route 85, 170, 493. The room is for one person only.£670 a month with Bills, WiFi and weekly cleaning included £300 deposit.1 month notice.Looking forward to hearing from you",Flat share,Putney Heath,SW15,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=7782244&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,5 months,None,Furnished,Yes,No,No,Yes,No,shared,Yes,No,No,No,Professional,Yes,29,Males or females,,Yes,Spareroom
2023-04-17,Double bedroom,£850 pcm,"Double bedroom by Richmond Park ,10 min from Mortlake main station to Waterloo East Sheen is a lovely village and is Cole to Richmond and Putney.",Flat share,East Sheen,SW14,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676172&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,3 months,3 months,Furnished,,,,,,,Yes,No,No,No,Professional,,,Female preferred,,,Spareroom
2023-04-17,Double Bedroom with Bathroom - Chelsea,"£1,850 pcm","Available until September 2023Note: Won't consider WFH more than 1 day per week.I have a double bedroom with own bathroom (bath and shower) to rent in a fully furnished, modern and open plan second floor flat on Roland Gardens.THE FLATLiving areaThe flat was fully renovated in 2015 and is comprised of an open plan kitchen and living room with fridge, freezer, plenty of storage, induction hob, wine fridge, 2 ovens, microwave, Nespresso, 50 inch TV, Sofa, SONOS system and a table seating 8-10. BedroomsThere are 2 bedrooms and 2 bathrooms. One master bedroom with ensuite shower room and a second double bedroom with own bath and shower room (the latter room is the one advertised here). THE AREAThe flat is a circa 5 minute walk to both South Ken and Gloucester Road tube stations and is situated between the Fulham road and the Brompton road. Waitrose, M&S and Sainsbury's are all within a 5 minute walk, as are some very good restaurants.MEI am a young professional working full time in the financial sector and so prefer relatively quiet weekday evenings. I am sociable and have lots of friends in the area.YOUPreferably you would be a young professional who enjoys working hard in the week, but is a friendly and sociable individual. I would also emphasise the fact that as this is my own house, I would really appreciate someone who is clean & tidy and respectful of ones property.Council tax band G",Flat share,South Kensington,SW7,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9431224&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,01 May 2023,None,4 months,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,21,Males or females,35,,Spareroom
2023-04-17,HAUS OF KARMA,"£1,449 pcm
","READ ME: This isn't a regular flatshare - it's a loved home and I'm vetting applicants carefully to ensure it's a great fit for both of us. I'm so flattered you all like the look of the place. Thank you, I've worked very hard on it. It would help me respond to you if you included in your application:- your age, gender and employment status;- the room you're applying for and your move-in date;- evidence that you have read the listing thoroughly.If you have a question, please check the ad as it's likely you'll find your answer there =)Due to large volumes of responses, I'm sorry I wonât be able to respond to unqualified applicants. No studentsNo couplesWorking professionals onlyNo people under the age of 24I am ideally looking for a female tenantHi there, Iâm looking for a mature and responsible adult to share my beautiful home as a lodger. FEATURESSpacious open plan living area Modern kitchenModern bathroom (shared)High speed broadbandWashing machineDishwasherCoffee machine1 large balcony (available for private rent on request)1 regular balconyCommunal gardenCommunal roof terraceLarge dining tableNetflixHOMEEverything is designed for maximum comfort, and the place is well organised. Itâs ideal for someone who likes a clean & tidy space and takes pride in maintaining their environment. I pay a housekeeper to visit every week to make our lives easier. Sheâs a key member of the household and we respect her highly! Itâll be possible to pay her for ironing or other similar services if required. Smoking is permitted on the balconies, although we try to keep this to a minimum. If youâre a heavy tobacco smoker you may be asked to take it outside the apartment. The neighbours are kind and respectful, and I maintain a great relationship with them. BEDROOMSBedroom 1 NOT CURRENTLY AVAILABLEThis is my personal bedroom, available intermittently for short periods while I travel. Itâs a luxurious space to relax in! My belongings will remain there while Iâm away. Women only, no couples. The room has a super-kingsize bed with orthopaedic mattress. It has blackout blinds and linen curtains that let beautiful light through in the mornings whilst maintaining privacy. I've added a number of cool features including some incredible mood lighting to make the room a magical and relaxing space.Bedroom 2:NOT CURRENTLY AVAILABLEThis room includes a desk, deep wardrobe with drawers, and a bedside table. The comfy double bed has an orthopaedic mattress and lifts up to reveal plenty more storage. The room also has blackout blinds. There's a large balcony adjacent, which is available for you to rent privately if you wish, giving you an entire ""wing"" of the flat to yourself. Price on request. Bedroom 3 AVAILABLE - flexible datesThis room offers a small wardrobe, a large amount of storage under the double bed, and the same high quality mattress and blackout blinds as in the other bedrooms. If you have a lot of belongings or need to work from home, this room wonât be suitable for you.BathroomThere is one large shared bathroom, and I can offer you a shelf in the cupboard for storage. LOCATIONWe're in Zone 1 and it's very accessible to the city.  - 1 minute walk from bus links into Central London  - 10min cycle or 10min bus to Elephant and Castle Station  - 7min cycle or 22min walk to Bermondsey Station - 14min cycle or 15min bus to London Bridge station - 2min cycle from Quietway 1FOODOur closest supermarket is a 1min walk, plus you can find other supermarkets including Tesco, Lidl and Iceland around 8-15mins walking distance from the property. Marks and Sparks is also a short cycle away. For street food, London's famous Borough Market and Maltby Street Market are nearby, and St James Market (a local secret!) is even closer. We have plenty of restaurants and shops around, and lots of options on Deliveroo and UberEats. OUTDOOR SPACESRoof terrace with sunrise views of Canary WharfGarden2x balconies in flatSouthwark's largest park, Burgess Park, is a 5min walk away, and Southwark Park itself is an 18min walk. There are also a number of smaller green spaces nearby. PARKINGThere's a gated car park with high security indoor bicycle and motorcycle storage behind a coded door under CCTV. There may be a car parking space available for hire from one of our neighbours on request, but I can't guarantee this. WORKING FROM HOMEThere's high speed broadband, great mobile signal, and we get fantastic natural lighting during the day - perfect for video calls and filming.Bedroom 3 is not available for those who need to work from home. PEOPLEIâm a Life Coach and Personal Trainer of 12 years, and also run a dog training business amongst other things. There may be the opportunity to work out together, enjoy the presence of animals, and engage in an atmosphere of personal growth and healing. I cook delicious healthy food, and love to share that with others. From time to time I may offer you a meal. Weâre open-minded & non-judgemental in our attitudes, and definitely not opposed to recreational alcohol consumption etc. When family & children visit the property itâs important we keep things PG. I would prefer if you didnât bring guests into my home, but trusted guests may be welcome on request and within reasonable limits. It wonât be possible to bring back people you just met eg on a night out. Safety and security are paramount. Communication is key and we nurture a culture of respect and non-judgement. This household is LGBQT+ friendly, anti-sexist and anti-racist. LIFESTYLEThere are a lot of perks to living here, and the guideline is to leave the space as you found it. We donât need perfection, and you wonât be subject to any unrealistic expectations. As a dancer, you might find me playing music or practising choreography. I use the main space for client calls and online PT sessions a few times a week. From time to time I rent out my personal room for short periods while Iâm away to help pay for my travel, and my housekeeper manages things while I'm away. Home is a place to recharge, and 90% of the time things are extremely peaceful here. Other times we board dogs, host dinner parties, and do fun activities. I personally prefer a mix of intellectually stimulating conversation and plenty of alone time to decompress from the social nature of my work. If this sounds like a good fit, I'd love to hear from you! Kindly note that weâll need to have a phone call before viewing. Warm regards,MelodyBONUS SECTIONThank you for reading this far! Please see below for a description of the *ideal* applicant, who will receive priority consideration. For you, I would be over the moon to be flexible on age, gender, and employment criteria. The ideal person would be able to not just maintain good standards of cleanliness, but take an active role in the household.They would be established in their business or career, come with a professional and personal network to complement mine, and be in a position to reciprocate the benefits that come from living with a PT, Nutritionist, Wellness and Life Coach with 12 years of business and entrepreneurship experience. The ideal flatmate would have a great skill set with dogs, including how to treat them with respect. They would make it possible for me to have a dog of my own, which - alongside enjoying a professionally trained dog - would include supporting in the training and care of the animal.The ideal applicant understands that we are culturalised into misogyny, racism, homophobia etc. and would be working on their own beliefs and behaviours to avoid bringing this home. From a selfish standpoint, misogyny is particularly problematic for me.I deeply appreciate people with excellent communication skills, eg those who are able to set & receive healthy boundaries with kindness and grace. I love intellectual, philosophical & thoughtful convo, and don't really engage in gossip or celeb culture. Most of the time I prefer to be introverted at home due to the social nature of my work and the emotional loads to decompress from. You don't need to be like me at all (we love diversity), but a personality type to complement this would be ideal. These are not necessities, simply the *ideal*, and the only things it will be possible to flex on my basic age, gender and employment criteria for. Thank you!!! xx",Flat share,London SE1,SE1,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15646659&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,01 May 2023,3 months,None,Furnished,Yes,No,Yes,Yes,Yes,shared,Yes,No,Yes,No,Professional,Yes,24,Female preferred,40,,Spareroom
2023-04-17,"4 Erskine Road (2), Primrose Hill, London NW3 3AJ","£1,449 pcm
","A superb, refurbished first floor flat located in this most sought after location in Primrose Hill.This one bedroom flat has excellent natural light from tall floor-to-ceiling windows in the lounge, sole use of an outside patio area to the rear and a modern, fully fitted kitchen complete with electric oven, integrated gas hob, washing machine and fridge freezer.With its close proximity to an an abundance of restaurants, bars and local amenities, this delightful flat benefits from the vast expanse of Primrose Hill at the top of the road and Chalk Farm Underground Station (Northern Line) just five minutes walk away. AVAILABLE 25TH APRIL.Attractive Period BuildingCentral HeatingEntry Phone SystemPeriod FeaturesSeparate BathroomSeparate KitchenWalking Distance From Tube Station","Flat
        
        to rent",Chalk Farm,NW3,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676158&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,27 Apr 2023,12 months,None,Unfurnished,No,No,Yes,Yes,No,,,,Yes,No,Don't mind,Yes,,,,,Spareroom
2023-04-17,Spacious double in friendly Battersea houseshare,£780 pcm,"Move in date- 1st June Spacious double room available in traditional Edwardian terrace in Battersea/ Clapham Junction.Great location, 5 min walk from Clapham Junction train station, 15 min walk from the lovely Battersea Park, and 10/15 min bus to either Battersea Power Station or Clapham Common tube. You'd be living with two working professionals (Rachel and Emma, both vaccinated and from Manchester) and a fluffy friendly cat called Barley. House is pretty spacious and homely, both upstairs and downstairs bathrooms, and a small but cute garden with BBQ. Rent is £780pm which includes all bills & internet. The room itself is really nice, and includes a built-in wardrobe and its own sink.We have own stuff going on but also enjoy doing thing as a household (i. e. the odd excursion, binge watching TV and having a few vinos after work) so we'll be looking for someone who would be down with that, and generally wants a home rather than just somewhere to stay. We are hoping to do viewings later on this week/ weekend.If you think this could be for you please drop us a message telling us a bit about yourself :) Thanks!",House share,Battersea,SW11,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16062962&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,12 months,None,Furnished,No,No,Yes,No,No,shared,Yes,No,No,Yes,Professional,Yes,27,Female preferred,34,,Spareroom
2023-04-17,"Master Double  in great location, next to tube.","£1,350 pcm","Stunning Double room in Bethnal Green is available for £1350 per month, ALL BILLS INCLUDED. This includes Fibre Wifi, all utilities and Council tax.The apartment has great views of the city from the terrace. The flat is situated on the edge of central London (zone 2), 1 minute walk from Bethnal Green station. The apartment is has everything you need, the facilities include:- Wifi - fast fibre optic- Communal  Rooftop terrace- Bicycle Garage- Oven- Wash/dryer- Fridge/freezer- TV/ Sound system- Microwave- Coffee Maker- Toaster- Blender- Cutlery, pots and pans- Everything you need to cookThe room comes fully furnished, with a large double bed, wardrobe and chest of drawers. With plenty of space for additional items.A little about me: I am young professional , working in fashion industry and living in the house the last four years.. I love cooking and share a glass of wine at the end of the day.",Flat share,Bethnal Green,E2,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=14990488&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D350%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,12 months,None,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Professional,Yes,,Males or females,35,,Spareroom
2023-04-17,Small & Large Doubles by Victoria Park,£735 pcm,"Small & Large Bright Double Room with a King Size Bed and both fully furnished are available from weekend of 22nd/23rd April in houseshare with a private garden.Move in date is flexible until beginning of May.Physical viewings will begin on Tuesday 18th.*Video-tours and virtual viewings are available upon requestThe Garden comes with a large table and chairs, a BBQ and a Pear Tree that gives yummy pears during the end of August and September.House is located in a lovely and quite location just 2min walk from Victoria Park. Only 4 min walk distance, you have the vibrant Roman Road with its market (open Tuesdays, Thursdays and Saturdays) a Tesco, an Iceland, Poundland and plenty of grocery shops, cafes and restaurants.Bow Road and Hackney Wick stations are 10-15 walk from them.Bus stops with links to Bow Road, Bethnal Green, Dalston, Hackney, Stratford and central London (24 hours), just opposite the house.10/15 walk to all pubs, restaurants, warehouses and bars Hackney Wick has to offer. A great place to live if you like the underground & night scene from East London as well as the Nature, Woods and Peace from Victoria Park and its Canal.This is a social house with friendly young professionals in their 20's from UK and Portugal, and I'm looking for a like-minded professional or mature student in their 20's or 30's. Tenant must be considerate people who respect each other's privacy, look after the house and always keep it clean and tidy.*Females are preferred for the good balance of the house but will consider males too.Council Tax, Water and FIbre Optic WIfi are included in the rent. Tenants pay for Gas and Electric and I help £20/30 each month towards Electricity until inflation prices go down.To arrange  a  viewing,  please  email  here  or send a  text  message  on  the  phone  given  with a  briefly  description  of yourself, and I'll  get  back  to  you  to  arrange  a viewing.*Calls or voicemails will not have replyThank  you",Flat share,Bow,E3,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16670485&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&featured=1&listing_click=1,22 Apr 2023,6 months,None,Furnished,No,No,Yes,No,No,No,Yes,No,Yes,No,Don't mind,No,25,Males or females,30,,Spareroom
2023-04-17,Double room in sociable house,£550 pcm,"Double room to rent in a sociable house with two bathrooms (one with bath and shower and the other with shower both with toilet). The house has a ample sitting room and kitchen with new washing machine, world's largest American style fridge freezer, gas cooker & microwave. The house has fibre broadband which is included in the rent as are all utility bills.The house has a very large garden with a pagoda so good for chilling outside with a glass of wine as is a major sun-trap.There is parking outside the house, and commuting to the city centre takes just over 20minutes. The house is a short walk from the Central line which benefits by being one of the few lines that are part of the night tube, so saving on expensive taxis journeys home after a good night out.If you would like to arrange a viewing, please feel free to give Steve a call or email.",House share,Leytonstone,E11,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=3248223&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,15 May 2023,6 months,None,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,,Males or females,,,Spareroom
2023-04-17,Double Room Available in Deptford House Share,£600 pcm,"NO AGENTS / LANDLORDS We have one double room available for rent in our house share :) AVAILABLE ASAP!There's a spacious kitchen / dining room, large garden, basement, lots of storage room, and separate bathroom/toilet.Located about 10-15 min walk to Deptford station, 10-15 min walk to Surrey Quays (Overground), 10-15 min bus ride to Canada Water (Jubilee Line, Overground), walking /  bus ride distance to Greenwich. A few mins walk to Deptford park. Close to Deptford High Street with lots of shops, cafes, pubs etc.Rent is £615 p/m (council tax included). Bills are approximately £60 per month (electric, gas, internet.) About us:It's currently just myself (Joe - 27) Livi (29), Cash (31) and her cat Luna. 1 Vegan, 1 vegetarian, 1 meat-eater. All working professionals. We all like our own space but are always social in the house. If you have any more questions drop me a message :) BTW weâre not accepting anyone with pets as we already have a cat!",House share,Deptford,SE8,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15576471&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,,,Yes,,,shared,Yes,No,Yes,No,Don't mind,,21,Males or females,33,Yes,Spareroom
2023-04-17,Two double rooms in a share flat,£750 pcm,"Two double rooms in a shared flat.750£ for a smaller room( 3.7 meters by 2.9) 800£ for a bigger ( 3.7 metres by 3.2)Rooms just painted. One month rent and one month deposit required. Rooms are empty, but I'm more than happy to provide each room with a brand new wardrobe, bed, and drawers, once secured deposit!!!All bills included. Internet and TV. Cleaner comes every two weeks and cleans, shared space and rooms. Free carpark with secure access (cheaper insurance)and reasonable parking restrictions (10 am to 4 pm).The kitchen and bathroom are not the biggest but I'm looking for a maximum of 3 people, including me, to leave in the house so we won't be to restricted. House provides a lot of storage space, so you don't need to keep any unnecessary stuff in your room. One small room used as a bicycle storage and laundry room. There is no need to clatter your room. Kitchen fully furnished!!!Lovely neighbours. Last thing. If you like Nandos, I'm running the local Walthamstow brunch. I can offer 40% off as a family discount once a while. I hope the pictures attached will help.IF YOU PARY EVERY NIGHT = DON'T CALL.IF YOU WANT NEGOTIATE PRICE = DON'T CALLI'm looking for full-time working people with the right approach. I love to have fun but I don't want waste my time. Thanks ð",Flat share,Walthamstow,E17,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676094&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,3 months,None,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Professional,No,,Males or females,,,Spareroom
2023-04-17,Large double room Clapham Common/Brixton 0 deposit,£833 pcm,"Iâm sadly moving back home and looking for someone to take over my room! (I've lived in the flat for 3 1/2 years and work in book publishing, hence all the books)Itâs a master room with 2 bedside tables, 2 chest of drawers, 2 double wardrobes, storage under the bed and double glazed windows. The current flatmates are Kevin  (30) works in tech sales and Chiara (30) in hospitality. They love a glass of wine cooking, brunch and picnics on the common! They're socialable, clean and respectful of space. Looking for a friendly professional 25+ The landlord is really responsive and just installed a brand new washer/dryer in the main room, thereâs also huge back garden perfect for BBQs and 2 of the best flatmateâs you could ever have!Details:ð £834 per monthð £133 for bills (Council Tax Band D)ð Zero deposit, just small charge for a name change on the contract.The flatâs in an brilliant location! The 355, 137 and 417 busses stop right outside and itâs only a 10 minute walk to Clapham Common station and Brixton station (Victoria line). Thereâs a Sainsburyâs and anytime fitness on the corner, plus lidl and big Tescoâs within walking distance. The Hope and Anchor, Coach and Horses and Clapham High Street are also right on the doorstep!Please get in touch if you are interested and tell us a little bit about you! ðAvailable from 31st May (can be negotiated) and for in-person and virtual viewings.",Flat share,Clapham,SW4,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676093&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,No,No,Yes,No,No,shared,No,No,No,No,Don't mind,No,25,Males or females,,,Spareroom
2023-04-17,"River Boat, sleeps 2, suit skipper",£833 pcm,"Dutch river cruiser - Entire boat to yourself. This would suit an experienced Skipper, looking for home office or live aboard. Must be able to move the boat every 2 weeks âcontinuous cruisingâ or have your own mooring. There is no permanent mooring included in rent. Steel boat with excellent Vetus diesel engine. Wood burning stove, sleeping bays in bow and stern. Solar panels. Charming kitchen diner with cupboards and 2 ring gas stove. This is not a narrowboat or a dutch barge, it is a river boat with living quarters. Pictures on request.","Flat
        
        to rent",London W2,W2,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16336599&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,20 Apr 2023,None,None,Part Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,,,,,Spareroom
2023-04-17,Room for rent,£900 pcm,"Well presented 3 bedroom ground floor flat in the heart of Bermondsey, a short walk to Tower Bridge. Good size room, with a single bed. Lots of outside light. Fully Furnished. Own shower room, shared living room and kitchen. 10mins walk to London Bridge station. 5mins walk to Bermondsey station (Jubilee line) Excellent transport links. Bermondsey itself also has lots to offer from shops to restaurants to cool cafes!This will be a shared flat with a family of four. Two adults and two young children (3,5 years) who are very well behavedðRoom is available from end of May.If you are interested please feel free to message me.",Flat share,Bermondsey,SE16,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16322893&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,27 May 2023,None,None,Furnished,,,,Yes,,shared,Yes,No,No,No,Don't mind,,,Female preferred,,Yes,Spareroom
2023-04-17,Bright and large double Room  Marylebone zone 1,"£1,300 pcm","This is a lovely and bright double room in zone 1 on the 4th floor of a Victorian building. The room is bright and VERY spacious with lots of storage. There is wi-Fi (included in the price) and washing-machine.The flat is to be shared with 2 very friendly professional /creative females.The flat is located 5 minutes away from the tube and all amenities are nearby, 5 minutes away from Paddington and 10 minutes from Hyde Park and Regents Park.The price is for single occupancy. 30% added for couples.Bills to pay are:energy, currently £150 monthly for the whole flat (likely to be less in spring/summer).This amount will be divided between the people in the flat.",Flat share,Marylebone,NW1,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12426652&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,29 Apr 2023,2 months,None,Furnished,,,,,,No,Yes,Yes,No,No,Don't mind,,18,Males or females,70,Yes,Spareroom
2023-04-17,Stunning spacious bright king sized room West Ken,"£1,300 pcm",Spacious bright king size bedroom West Kensington Available nowShort letsProfessional or student preferred,Flat share,Hammersmith and Fulham,W14,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16007177&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,Yes,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,No,,Males or females,,,Spareroom
2023-04-17,Lovely double room available in Forest Hill,£850 pcm,Lovely double room in Forest Hill with garden and on street parking. A shared bathroom and kitchen in immaculate condition. Looking for professional house mate.,Flat share,Forest Hill,SE23,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16279321&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,3 months,Furnished,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Don't mind,Yes,,Males or females,,,Spareroom
2023-04-17,Garden Flat end of terrace on quiet road.,£980 pcm,Character Victorian masionette home with ground floor garden on a quiet cul-de-sac. Less than a 10-minute bus to the Underground and 1 minutes away from great bus routes.,Flat share,Crouch End,N8,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16489470&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D360%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,1 month,None,Furnished,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Don't mind,No,18,Males or females,60,,Spareroom
2023-04-17,"Spacious, Newly Painted 2 Double Bed Flat NW10",£980 pcm,"Lovely, large and bright 2 bedroom flat available for rent. The entire flat has just been freshly repainted.Features:- High ceilings and full of period features- 10 minute walk to Kensal Green and Kensal Rise Stations (Zone 2)- 20 minute tube to Oxford Circus / 15 minutes train to Euston- Easy access to M40 and M1 motorways- Tesco and other convenience stores close by- Close to the open spaces of Queens Park- 10 minute walk from the bars, restaurants and cafes of Chamberlayne Road- Bosch appliances including Bosch gas combination boiler- Open air tennis courts 5 minutes away5 weeks' rent as deposit and 1 month's rent in advance.References required.Private let and hence no additional fees.No Smokers / No Pets / No Agents Please.","Flat
        
        to rent",Kensal Green,NW10,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=4341180&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D370%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&featured=1&listing_click=1,24 Apr 2023,6 months,None,Furnished,,,,,,,,,No,No,Don't mind,Yes,,,,,Spareroom
2023-04-17,1 Bedroom Flat in Blackheath,£980 pcm,"1 bedroom flat in available from 25th of May. Live out Landlord.10 mins walk to Lee station, 13mins walk to Blackheath, 18mins walk to Hither Green, 20min by bus to Lewisham station. Water bill is included.","Flat
        
        to rent",Lee,SE12,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676060&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D370%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,25 May 2023,6 months,None,Furnished,No,No,No,No,No,,,,No,Yes,Professional,No,,,,,Spareroom
2023-04-17,Spacious double room in Tooting,£834 pcm,"PHOTOS COMING!! I have been living with my 2 friends for the past year but going travelling now. House has 3 big double rooms with lots of light, a big living room and garden too. Thereâs also a small storage room on second floor. The available room is on the second floor right next to the bathroom and is the same size as the other 2 bedrooms. The big space allows for optimal comfort for 3 people and the atmosphere is kept calm and respectful. Looking for anyone whoâs nice and respectful too!",House share,Streatham,SW16,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676038&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D370%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Unfurnished,Yes,No,Yes,No,No,shared,No,No,Yes,No,Don't mind,No,,Males or females,,,Spareroom
2023-04-17,Double Room in Tooting Broadway,£790 pcm,"Double room less than 10 minute walk from Tooting Broadway tube station available from June 1st. Bright, airy flat with a good double bedroom, open kitchen/living/dining space and shared bathroom.Great location between Tooting Broadway underground and Tooting mainline station (both within walking distance).Flat is top floor in a block of just 3 flats with lovely neighbours. Bedroom comes fully furnished with a double bed, wardrobe and chest of drawers. Looking for somebody on a 6 month contract June - November inclusive, with potential to extend (TBC by landlord).Current flatmate: 29 year old professional male working in fashion. I have lived in the flat for just over 4 years and before that lived round the corner in another place so definitely consider Tooting my home. Easy-going type looking for like-minded flatmate to take over the room from my best friend who is sadly moving out! Enjoy socialising with friends but equally happy with a quiet evening and Netflix marathon. Would like somebody who wants a calm environment to relax in and see as a home. Clean and tidy is a must to keep the shared space in a nice condition.Room is £790 a month + bills (will get an average breakdown but generally really reasonable). Council tax band B, Wandsworth.Please contact for viewings.",Flat share,Tooting,SW17,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676035&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D370%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,01 Jun 2023,6 months,None,Furnished,No,No,No,No,No,shared,No,No,No,No,Professional,Yes,27,Males or females,35,,Spareroom
