price,per,monthly_converted,property_type,postal_code_area,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Gender,Vegetarian,Min age,Max age
850,pcm,,Flat share,SW2,01/05/2023,0,0,Furnished,Yes,,,,,No,Yes,No,No,No,Professional,No,No preference,,24,30
750,pcm,,Flat share,E8,Now,0,0,Furnished,Yes,No,No,Yes,Yes,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
750,pcm,,Flat share,SE16,30/04/2023,0,0,Furnished,No,,,Yes,,shared,Yes,No,Yes,No,Professional,No,No preference,Yes,25,35
866,pcm,,Flat share,NW10,01/05/2023,3,4,Furnished,No,No,No,No,No,shared,No,No,Yes,No,Don't mind,No,No preference,,,
825,pcm,,Flat share,N16,01/05/2023,6,0,Unfurnished,No,,Yes,,,shared,Yes,Yes,Yes,Yes,Professional,Yes,No preference,,27,39
825,pcm,,Flat rent,N7,01/05/2023,6,9,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
775,pcm,,Flat share,SE8,26/05/2023,3,0,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,Yes,Female,,,
1300,pcm,,Flat share,SW6,Now,0,0,Furnished,Yes,,,Yes,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
875,pcm,,Flat share,SW4,13/06/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,Female,,24,30
1200,pcm,,Flat share,E17,Now,6,0,Furnished,No,,Yes,Yes,Yes,shared,Yes,No,No,No,Professional,Yes,No preference,,28,70
150,pw,649.50,Flat share,E20,01/06/2023,0,2,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,No,No preference,,21,25
800,pcm,,House share,W5,Now,6,0,Furnished,No,,,,,No,Yes,No,No,No,Professional,Yes,Female,,,
319,pw,1381.27,Flat share,E15,13/06/2023,0,3,Furnished,No,No,Yes,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
704,pcm,,Flat share,NW5,09/05/2023,4,0,Furnished,Yes,,,Yes,,shared,No,No,No,No,Professional,No,Female,,23,30
1200,pcm,,Flat share,E1,15/05/2023,4,0,Furnished,No,No,Yes,Yes,No,shared,No,No,No,No,Student,No,Female,,19,30
900,pcm,,Flat share,E1,14/05/2023,4,4,Furnished,Yes,No,No,No,No,shared,Yes,Yes,Yes,Yes,Don't mind,Yes,No preference,,18,
500,pcm,,Flat share,E1,01/05/2023,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
500,pcm,,Flat rent,E3,23/05/2023,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Professional,No,No preference,,,
540,pcm,,House share,N15,Now,4,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
540,pcm,,Flat rent,NW1,15/06/2023,15,0,Part Furnished,Yes,,Yes,,,,,,Yes,No,Don't mind,No,No preference,,,
900,pcm,,House share,SE12,17/04/2023,2,12,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,20,45
1000,pcm,,Flat share,W2,10/05/2023,3,3,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
700,pcm,,House share,SE16,Now,3,0,Furnished,Yes,,,,,,Yes,No,No,No,Don't mind,No,Female,,18,99
1000,pcm,,Flat share,N1,14/05/2023,10,0,Furnished,No,No,No,No,No,shared,No,No,No,No,Professional,Yes,No preference,,27,34
130,pw,562.90,Flat share,SE22,24/04/2023,0,0,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Don't mind,No,No preference,,,
130,pw,562.90,Flat rent,W9,14/05/2023,12,12,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
900,pcm,,Flat share,E3,30/04/2023,4,4,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,,19,30
950,pcm,,Flat share,W14,Now,6,24,Furnished,No,,Yes,,,,Yes,No,Yes,No,Don't mind,No,No preference,,,
650,pcm,,Flat share,SW4,Now,0,0,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,25,
1500,pcm,,Flat share,SW4,01/05/2023,2,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,Yes,Professional,Yes,Male,,28,46
279,pw,1208.07,Flat share,SE1,25/06/2023,1,0,Furnished,No,,,,,shared,Yes,No,No,No,Student,No,Female,,,
1000,pcm,,House share,N12,24/04/2023,0,24,Furnished,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Professional,No,No preference,,28,45
700,pcm,,Flat share,SE17,Now,6,0,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
835,pcm,,Flat share,E5,01/05/2023,2,5,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,Yes,Don't mind,No,No preference,,,
1250,pcm,,Flat share,E14,01/05/2023,11,11,Furnished,Yes,,,Yes,,shared,Yes,No,No,No,Don't mind,Yes,Female,,20,30
150,pw,649.50,Flat share,NW3,Now,3,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,No,Female,,,
830,pcm,,Flat share,SW4,31/05/2023,0,0,Furnished,No,No,No,No,No,shared,No,No,Yes,No,Professional,No,Female,,23,27
600,pcm,,House share,SE9,Now,6,0,Furnished,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
240,pw,1039.20,House share,NW1,21/05/2023,0,0,Furnished,No,No,Yes,Yes,No,No,Yes,No,No,No,Don't mind,No,Female,,22,57
240,pw,1039.20,Flat rent,NW10,Now,6,0,Part Furnished,No,No,Yes,No,No,,,,No,No,Professional,Yes,No preference,,,
870,pcm,,Flat share,E1,Now,5,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,No,Female,,,
850,pcm,,Flat share,SW4,01/05/2023,1,0,Furnished,No,No,Yes,Yes,No,shared,Yes,No,No,Yes,Don't mind,Yes,Male,,29,47
925,pcm,,Flat share,E2,Now,4,4,Furnished,No,,,,,,Yes,No,No,No,Don't mind,Yes,No preference,,20,36
850,pcm,,Flat share,SE5,Now,1,0,Furnished,No,,,Yes,,No,Yes,Yes,Yes,No,Don't mind,No,Female,,20,99
850,pcm,,Flat rent,W3,02/05/2023,0,0,Furnished,No,,,,,,,,Yes,No,Don't mind,No,No preference,,,
600,pcm,,Flat share,SE7,04/06/2023,0,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,45,60
700,pcm,,Flat share,E14,Now,0,3,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
1400,pcm,,Flat share,E3,24/04/2023,0,3,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,21,30
130,pw,562.90,House share,SE4,08/05/2023,0,1,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Professional,No,Female,,25,35
955,pcm,,Flat share,SE1,01/05/2023,0,0,Furnished,No,,,Yes,Yes,shared,No,No,Yes,Yes,Professional,Yes,Female,,18,
850,pcm,,House share,E13,Now,3,0,Furnished,No,,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,Male,Yes,,
800,pcm,,Flat share,N1,Now,0,0,Furnished,No,No,No,Yes,Yes,shared,Yes,No,No,No,Professional,No,No preference,,,
710,pcm,,Flat share,SW8,01/07/2023,0,0,Furnished,No,No,Yes,No,No,shared,No,No,Yes,No,Don't mind,Yes,Female,,26,30
1400,pcm,,Flat share,W2,Now,1,0,Furnished,No,,,,,No,Yes,No,No,No,Professional,Yes,Female,,25,35
950,pcm,,Flat share,N16,02/05/2023,0,0,Furnished,No,,,,Yes,shared,Yes,No,No,No,Professional,No,Female,,23,27
1397,pcm,,Flat share,EC1,Now,0,0,Furnished,No,No,No,No,Yes,shared,Yes,No,No,No,Professional,No,No preference,,22,
825,pcm,,Flat share,N7,01/05/2023,3,0,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,22,45
160,pw,692.80,House share,E17,Now,1,2,Furnished,Yes,,Yes,Yes,,,Yes,No,No,No,Don't mind,Yes,Female,,,
620,pcm,,House share,SE2,15/05/2023,12,0,Furnished,Yes,,Yes,,,shared,No,No,No,No,Professional,Yes,Female,,24,40
620,pcm,,Flat rent,W1,05/05/2023,1,1,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
750,pcm,,Flat share,NW2,09/06/2023,10,10,Furnished,No,No,Yes,No,No,shared,No,No,Yes,No,Professional,Yes,No preference,,25,35
1200,pcm,,Shared property,SE16,19/04/2023,0,0,Furnished,Yes,,,Yes,,shared,,Yes,No,No,Don't mind,No,No preference,Yes,24,48
1000,pcm,,Flat share,EC1,20/04/2023,5,12,Furnished,No,No,No,No,No,shared,No,No,Yes,No,Don't mind,No,No preference,,30,
800,pcm,,House share,E15,28/04/2023,6,0,Furnished,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Don't mind,Yes,No preference,,25,39
1100,pcm,,House share,N4,12/05/2023,3,0,Furnished,No,No,No,No,No,No,Yes,Yes,No,No,Don't mind,Yes,No preference,,20,45
600,pcm,,Flat share,N13,Now,3,12,Furnished,Yes,Yes,,,Yes,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,21,66
1350,pcm,,Flat share,NW3,22/04/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,Female,,,
650,pcm,,House share,N17,Now,6,0,Furnished,Yes,,Yes,,,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,80
1100,pcm,,Flat share,E2,15/06/2023,6,0,Furnished,No,No,No,Yes,No,No,Yes,No,No,No,Don't mind,No,No preference,,,
1300,pcm,,Flat share,SW15,Now,12,0,Furnished,Yes,,Yes,,,shared,Yes,Yes,No,No,Professional,Yes,No preference,,22,38
950,pcm,,Flat share,E1,Now,0,0,Furnished,No,,,Yes,,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
1200,pcm,,Flat share,W12,01/06/2023,1,4,Furnished,No,No,No,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
193,pw,835.69,Flat share,SE16,01/05/2023,4,0,Furnished,Yes,,Yes,,,No,Yes,No,No,No,Student,No,No preference,,,
680,pcm,,Flat share,NW3,24/04/2023,3,3,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
900,pcm,,Shared property,SE9,01/05/2023,0,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,23,
250,pw,1082.50,Flat share,W10,15/05/2023,3,4,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Student,Yes,Female,,18,25
910,pcm,,Flat share,E2,30/04/2023,0,0,Furnished,No,No,No,No,No,No,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
850,pcm,,House share,E15,Now,3,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
900,pcm,,Flat share,NW6,01/05/2023,6,12,Furnished,No,No,No,No,No,shared,No,No,No,No,Professional,No,No preference,,30,
730,pcm,,Flat share,SE16,17/04/2023,0,0,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Professional,No,Male,,,
730,pcm,,Flat rent,W14,06/05/2023,0,0,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,No,No preference,,,
850,pcm,,Flat share,E1,01/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Professional,Yes,Male,,18,40
850,pcm,,Flat rent,NW6,Now,2,18,Furnished,No,No,Yes,Yes,No,,,,No,No,Professional,Yes,No preference,,,
207,pw,896.31,Flat share,W5,05/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Professional,No,Female,,18,35
207,pw,896.31,Flat rent,NW5,13/06/2023,12,0,Furnished,Yes,No,No,No,No,,,,No,Yes,Don't mind,Yes,No preference,,,
850,pcm,,House share,SW16,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,23,35
850,pcm,,Flat rent,SW7,Now,3,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
850,pcm,,Flat rent,W1,28/04/2023,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
1700,pcm,,Flat share,W1,01/05/2023,2,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,Female,,18,
275,pw,1190.75,Flat share,NW1,30/06/2023,6,0,Furnished,No,,,Yes,,,Yes,No,No,No,Don't mind,No,No preference,,18,36
275,pw,1190.75,Flat rent,NW6,27/05/2023,12,0,Furnished,Yes,No,Yes,No,No,,,,No,Yes,Don't mind,Yes,No preference,,,
312,pw,1350.96,Flat share,W3,19/04/2023,12,21,Furnished,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Don't mind,Yes,No preference,,22,39
312,pw,1350.96,Flat rent,W2,Now,1,6,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
200,pw,866.00,Flat share,E14,Now,0,0,Furnished,No,,,,,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
265,pw,1147.45,Flat share,NW8,30/04/2023,5,0,Furnished,No,,,Yes,,,Yes,No,No,No,Don't mind,No,No preference,,18,36
265,pw,1147.45,Flat rent,NW6,01/05/2023,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
265,pw,1147.45,Flat rent,SW7,29/04/2023,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
209,pw,904.97,Flat share,N17,14/09/2023,12,12,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,24
209,pw,904.97,Flat rent,W2,Now,6,0,Furnished,No,No,Yes,No,No,,,,Yes,No,Don't mind,No,No preference,,,
209,pw,904.97,Flat rent,W2,30/04/2023,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
209,pw,904.97,Flat rent,SW7,Now,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
730,pcm,,House share,W13,04/05/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,20,45
730,pcm,,Flat rent,W2,23/04/2023,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
730,pcm,,Flat rent,NW3,Now,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
185,pw,801.05,Flat share,E1,29/04/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
235,pw,1017.55,Flat share,NW1,Now,6,0,Furnished,No,,,,,No,Yes,No,Yes,No,Don't mind,No,No preference,,18,36
893,pcm,,House share,SE10,Now,6,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Don't mind,Yes,No preference,Yes,,
875,pcm,,House share,SW2,Now,0,0,Furnished,No,,Yes,,,,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
1300,pcm,,Flat share,NW6,Now,0,0,Furnished,No,No,Yes,No,No,No,No,No,No,No,Don't mind,Yes,No preference,,20,70
840,pcm,,Flat share,SW18,Now,0,0,Furnished,No,,,,,,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
740,pcm,,Flat share,N15,23/04/2023,6,0,Unfurnished,Yes,,Yes,Yes,,shared,Yes,No,Yes,No,Don't mind,No,No preference,Yes,27,45
740,pcm,,Flat rent,W1,Now,0,0,Furnished,No,No,No,No,No,,,,Yes,Yes,Don't mind,No,No preference,,,
740,pcm,,Flat rent,W1,18/04/2023,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
740,pcm,,Flat rent,W2,03/05/2023,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
1100,pcm,,House share,E1,Now,0,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,Female,,21,32
1100,pcm,,Flat rent,SW7,23/04/2023,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
670,pcm,,Flat share,NW11,Now,12,0,Furnished,No,No,No,Yes,No,shared,No,No,No,No,Professional,Yes,No preference,,27,36
670,pcm,,Flat rent,W2,Now,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
670,pcm,,Flat rent,NW1,Now,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
350,pw,1515.50,Flat share,WC1,Now,4,5,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,
275,pw,1190.75,Flat share,NW1,Now,5,0,Furnished,No,,,,,No,Yes,No,No,No,Don't mind,No,No preference,,18,36
950,pcm,,Shared property,SW16,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,18,99
180,pw,779.40,Flat share,E14,Now,5,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
850,pcm,,House share,N4,01/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,18,40
1500,pcm,,Flat share,E1,02/07/2023,0,0,Furnished,No,,,Yes,,shared,Yes,No,No,No,Professional,No,Female,,24,65
850,pcm,,Flat share,SW4,17/04/2023,3,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,18,
850,pcm,,Flat rent,W2,Now,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
775,pcm,,Flat share,N17,06/05/2023,12,0,Furnished,Yes,,,,,shared,Yes,Yes,No,No,Don't mind,No,No preference,,21,65
775,pcm,,Flat rent,NW1,Now,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
950,pcm,,House share,SW16,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,,
950,pcm,,Flat rent,E14,11/06/2023,1,3,Furnished,No,No,No,Yes,Yes,,,,No,No,Don't mind,Yes,No preference,,,
950,pcm,,Flat rent,E15,Now,5,0,Furnished,No,No,Yes,No,No,,,,Yes,No,Professional,Yes,No preference,,,
1500,pcm,,Flat share,W6,30/06/2023,0,12,Furnished,No,No,No,No,No,No,Yes,Yes,No,No,Don't mind,No,No preference,,18,45
1200,pcm,,Flat share,W10,30/04/2023,6,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,Yes,No,Don't mind,No,Female,,19,46
980,pcm,,Flat share,NW1,31/05/2023,5,0,Furnished,No,,,,,No,Yes,No,Yes,No,Don't mind,No,No preference,,19,46
995,pcm,,Flat share,NW8,01/05/2023,3,0,Furnished,No,,Yes,Yes,,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,99
980,pcm,,Flat share,W2,Now,4,0,Furnished,Yes,,,,,No,Yes,No,Yes,No,Don't mind,No,No preference,,19,46
1050,pcm,,Flat share,W1,Now,4,0,Furnished,No,,,,,No,Yes,No,Yes,No,Don't mind,No,No preference,,19,46
850,pcm,,House share,SW16,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,18,50
850,pcm,,Flat rent,E14,01/05/2023,5,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
255,pw,1104.15,Flat share,SE1,Now,2,0,Furnished,No,No,No,No,No,shared,No,No,No,No,Don't mind,Yes,No preference,,28,57
255,pw,1104.15,Flat rent,SE6,27/04/2023,1,1,Furnished,No,No,No,Yes,No,,,,No,No,Don't mind,Yes,No preference,,,
880,pcm,,Flat share,N15,07/05/2023,0,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,No,No preference,,,
1600,pcm,,Flat share,WC1,Now,3,12,Furnished,No,No,Yes,No,Yes,shared,Yes,Yes,Yes,No,Don't mind,Yes,No preference,,20,41
180,pw,779.40,Flat share,W2,Now,6,0,Furnished,No,No,No,No,No,No,Yes,Yes,Yes,No,Don't mind,Yes,No preference,,,
175,pw,757.75,Flat share,E1,01/05/2023,6,0,Furnished,No,,,,,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
725,pcm,,House share,NW11,27/04/2023,12,0,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Professional,Yes,Male,Yes,28,38
700,pcm,,Flat share,SW16,Now,6,12,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Professional,Yes,No preference,,,
170,pw,736.10,House share,E16,17/04/2023,6,0,Furnished,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
170,pw,736.10,Flat rent,E14,11/05/2023,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
170,pw,736.10,Flat rent,NW6,12/05/2023,1,0,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,No,No preference,,,
170,pw,736.10,Flat rent,SW7,03/05/2023,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
790,pcm,,House share,W4,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,20,45
790,pcm,,Flat rent,W1,Now,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
700,pcm,,House share,N12,Now,2,0,Furnished,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Don't mind,Yes,Female,,,
700,pcm,,Flat rent,SW7,Now,6,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
700,pcm,,Flat rent,NW6,23/04/2023,6,0,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,No,No preference,,,
700,pcm,,Flat rent,W2,Now,1,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
1100,pcm,,House share,W4,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,20,45
1350,pcm,,Shared property,SW5,25/04/2023,1,0,Furnished,No,No,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,21,
550,pcm,,House share,E7,10/05/2023,3,12,Furnished,No,,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,Female,,25,45
200,pw,866.00,Flat share,NW2,18/04/2023,3,0,Furnished,Yes,No,Yes,Yes,No,shared,No,No,Yes,No,Professional,Yes,Female,,,
1192,pcm,,Flat share,E14,05/05/2023,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
1040,pcm,,Flat share,SE16,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
1214,pcm,,Flat share,NW1,22/05/2023,6,0,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
800,pcm,,House share,E17,01/05/2023,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,22,36
219,pw,948.27,House share,SW9,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,50
160,pw,692.80,Flat share,SE16,Now,3,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,Female,,,
1279,pcm,,Flat share,E1,07/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
1257,pcm,,Flat share,NW8,16/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,Yes,No,No,Don't mind,Yes,No preference,,,
265,pw,1147.45,Flat share,NW8,30/04/2023,5,0,Furnished,No,,Yes,,,,Yes,No,No,No,Don't mind,No,No preference,,18,36
275,pw,1190.75,Flat share,NW1,Now,5,0,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,,18,36
235,pw,1017.55,Flat share,NW1,Now,5,0,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,,18,38
1225,pcm,,Flat share,W2,Now,6,0,Furnished,No,,,,,,Yes,No,Yes,No,Don't mind,No,No preference,,,
1225,pcm,,Flat rent,W2,Now,12,0,Part Furnished,No,,Yes,,,,,,Yes,No,Don't mind,Yes,No preference,,,
1350,pcm,,Flat share,W2,Now,6,0,Furnished,No,,,Yes,,,Yes,No,No,No,Don't mind,No,No preference,,,
235,pw,1017.55,Flat share,NW8,Now,12,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
235,pw,1017.55,Flat rent,W1,Now,12,0,Unfurnished,No,,,,,,,,Yes,No,Don't mind,Yes,No preference,,,
1500,pcm,,Flat share,NW1,Now,6,0,Furnished,No,No,Yes,Yes,No,shared,Yes,Yes,No,No,Don't mind,No,No preference,,,
600,pcm,,Flat share,NW6,Now,1,1,Furnished,No,,,,,,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
1105,pcm,,Flat share,NW11,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
1105,pcm,,Flat rent,E15,17/08/2023,12,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
1105,pcm,,Flat rent,SW6,Now,12,0,Unfurnished,No,,,Yes,,,,,Yes,No,Don't mind,Yes,No preference,,,
1105,pcm,,Flat rent,N16,Now,12,0,Furnished,No,No,Yes,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
1105,pcm,,Flat rent,N1,Now,12,0,Unfurnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
953,pcm,,Flat share,E14,18/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
953,pcm,,Flat rent,EC1,24/05/2023,12,0,Furnished,No,,,,,,,,No,No,Professional,Yes,No preference,,,
997,pcm,,Flat share,E16,09/05/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
720,pcm,,House share,SW19,04/05/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,20,45
740,pcm,,House share,W3,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,19,55
650,pcm,,Flat share,SW20,17/05/2023,0,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,,
1040,pcm,,Flat share,E16,06/06/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
1040,pcm,,Flat share,E16,06/06/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
200,pw,866.00,Flat share,N16,Now,6,0,Furnished,No,,Yes,,,No,Yes,No,No,Yes,Don't mind,Yes,No preference,,20,40
1148,pcm,,Flat share,NW10,01/06/2023,2,2,Furnished,Yes,,Yes,,Yes,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
1200,pcm,,House share,SW6,17/04/2023,0,2,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,22,60
700,pcm,,Flat share,SE5,Now,3,12,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,25,70
735,pcm,,Flat share,SE2,17/04/2023,6,0,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Don't mind,No,Male,,21,36
